trade_id,entry_time,exit_time,duration_minutes,position_type,entry_price,exit_price,return_pct,gross_pnl_pct,commission_pct,net_pnl_pct,is_winner,cumulative_pnl_pct,cumulative_commission_pct,running_win_rate,running_portfolio_value
1,2021-08-10 23:59:59.999,2021-09-07 15:14:59.999,39795.0,SHORT,45584.99,45859.85,-0.5993477955117615,-0.5993477955117615,0.06,-0.6593477955117616,False,-0.6593477955117616,0.06,0.0,1.0020419452070157
2,2021-09-07 15:14:59.999,2021-09-20 03:59:59.999,18045.0,LONG,45859.85,45542.76,-0.6914327020258386,-0.6914327020258386,0.06,-0.7514327020258386,False,-1.4107804975376002,0.12,0.0,1.0019223184785468
3,2021-09-20 03:59:59.999,2021-09-21 00:54:59.999,1255.0,SHORT,45542.76,41657.24,9.327358221524047,9.327358221524047,0.06,9.267358221524047,True,7.8565777239864465,0.18,33.33333333333333,0.9976205019000653
4,2021-09-21 00:54:59.999,2021-09-24 09:14:59.999,4820.0,LONG,41657.24,43496.89,4.416159111837466,4.416159111837466,0.06,4.356159111837465,True,12.212736835823911,0.24,50.0,0.9978830796582028
5,2021-09-24 09:14:59.999,2021-09-26 11:09:59.999,2995.0,SHORT,43496.89,43142.01,0.8225856885203016,0.8225856885203016,0.06,0.7625856885203015,True,12.975322524344213,0.3,60.0,1.0029478929568327
6,2021-09-26 11:09:59.999,2021-10-01 10:34:59.999,7165.0,LONG,43142.01,46817.13,8.518657336549678,8.518657336549678,0.06,8.458657336549678,True,21.433979860893892,0.36,66.66666666666666,1.0005103290435797
7,2021-10-01 10:34:59.999,2021-10-06 13:19:59.999,7365.0,SHORT,46817.13,54279.21,-13.747584019737946,-13.747584019737946,0.06,-13.807584019737945,False,7.626395841155947,0.42,57.14285714285714,0.9968885484282013
8,2021-10-06 13:19:59.999,2021-10-08 13:59:59.999,2920.0,LONG,54279.21,54178.99,-0.18463791201088073,-0.18463791201088073,0.06,-0.24463791201088073,False,7.381757929145066,0.48,50.0,0.9987644455154315
9,2021-10-08 13:59:59.999,2021-10-28 18:44:59.999,29085.0,SHORT,54178.99,59153.46,-8.409432009556163,-8.409432009556163,0.06,-8.469432009556163,False,-1.0876740804110971,0.54,44.44444444444444,0.9965231922328976
10,2021-10-28 18:44:59.999,2021-11-08 01:19:59.999,14795.0,LONG,59153.46,65148.72,10.135096070458097,10.135096070458097,0.06,10.075096070458097,True,8.987421990047,0.6000000000000001,50.0,0.9956551296717645
11,2021-11-08 01:19:59.999,2021-11-10 21:34:59.999,4095.0,SHORT,65148.72,65193.26,-0.06831994595760493,-0.06831994595760493,0.06,-0.1283199459576049,False,8.859102044089395,0.6600000000000001,45.45454545454545,0.9966437127308213
12,2021-11-10 21:34:59.999,2021-11-12 11:29:59.999,2275.0,LONG,65193.26,63954.62,-1.8999510072053452,-1.8999510072053452,0.06,-1.959951007205345,False,6.89915103688405,0.7200000000000002,41.66666666666667,0.9965003118866353
13,2021-11-12 11:29:59.999,2021-11-16 12:04:59.999,5795.0,SHORT,63954.62,60457.15,5.785039486644675,5.785039486644675,0.06,5.7250394866446745,True,12.624190523528725,0.7800000000000002,46.15384615384615,0.9987966240245192
14,2021-11-16 12:04:59.999,2021-11-19 00:59:59.999,3655.0,LONG,60457.15,57486.87,-4.913033446002663,-4.913033446002663,0.06,-4.973033446002663,False,7.651157077526062,0.8400000000000003,42.857142857142854,0.998388745260693
15,2021-11-19 00:59:59.999,2021-12-04 05:54:59.999,21895.0,SHORT,57486.87,47167.44,21.878291465468553,21.878291465468553,0.06,21.818291465468555,True,29.469448542994616,0.9000000000000004,46.666666666666664,0.9998541949442229
16,2021-12-04 05:54:59.999,2021-12-17 15:14:59.999,19280.0,LONG,47167.44,45704.32,-3.101970342253051,-3.101970342253051,0.06,-3.161970342253051,False,26.307478200741564,0.9600000000000004,43.75,0.9976936689985649
17,2021-12-17 15:14:59.999,2022-01-10 16:04:59.999,34610.0,SHORT,45704.32,40941.41,11.633478182602886,11.633478182602886,0.06,11.573478182602885,True,37.88095638334445,1.0200000000000005,47.05882352941176,0.9970750356197352
18,2022-01-10 16:04:59.999,2022-01-21 01:44:59.999,14980.0,LONG,40941.41,40015.36,-2.2618908337548778,-2.2618908337548778,0.06,-2.321890833754878,False,35.55906554958957,1.0800000000000005,44.44444444444444,0.9943106323367021
19,2022-01-21 01:44:59.999,2022-01-22 00:34:59.999,1370.0,SHORT,40015.36,36593.36,9.35142331832879,9.35142331832879,0.06,9.291423318328789,True,44.85048886791836,1.1400000000000006,47.368421052631575,0.9958788044335759
